author,date,review,score
Brimstone Kim,2024년 5월 1일,아 야발 무슨 페스가    연에 하나도 안뜨냐               수정  야발 천장도 한두번이지 정신나가겠네 이번에만   번째잖아   ,1
히히,2024년 5월 1일,쿵쾅박멸 응원합니다,5
Google 사용자,2024년 4월 30일,체감확률 낮은 겜 비틱한 적이 한번도 없음 혹여 도박을 좋아하는 사람에게 추천,1
1235,2024년 4월 30일,이 게임을 알기 전의 제 인생은 완벽하지 않았어요 ,5
임형민,2024년 4월 30일,문열어어어어어어어어어어어어어,1
롭롭롭,2024년 4월 30일,음     어우    전반적으로 생각보다 더 심하게 분위기가 몽글몽글하고 오글거리네요    게임 자체 구성은 좋습니다  그런데 전투도중 가끔 캐릭터들이 엄폐물 밖으로 나가서 데미지를 받는다던지 그런 이해 안되는 행동을 하는 경우가 있어요 ,5
나선환,2024년 4월 30일,    년  월경 저녁 저는 잘시간에 정말 갑자기 씹덕게임이 하고싶다는 생각이 들었습니다 여러 후보가 있었는데 가장 잘 알려진거 같았던  블루아카이브  를 시작하게 되었죠      그냥 구경만 하려했지만    중독되어 매일 접속하게 되네요  ,5
유명환,2024년 4월 30일,내 인생 갓 겜                        추가 긴급 점검  언제 끝나요      ,5
simba kim,2024년 4월 30일,콜라보  일차 동접  명의 기적의 망겜    문좀 열자 제발   ,1
하아,2024년 4월 30일,진짜 애들이 하나하나 매력있고 잘 만들어졌는지 보여주는 게임인듯    도저히 애정캐를 못고르겠어서 다 키우는건 처음인거 같네     ,5
심준형,2024년 4월 30일,그냥 최고라고 밖에 ,5
호이뿅뿅,2024년 4월 30일,점검을 하루에 몇번을함     그런식으로 할꺼면 콜라보 이벤트고 자시고간에 그냥 다 때려치셈 여태 현질한거 다 페이벡 시켜주던지,5
김용래,2024년 4월 30일,코하루 개귀여움   ,5
신정우,2024년 4월 30일,점검 언제 끝나요  이것도 오류인가    끝났다더니 아직도 점검중   나만 그런가,5
나히다,2024년 4월 30일,내 최애 게임이랑 최애 애니의 콜라보라니 이럴수가 ,5
안준냥,2024년 4월 30일,서버점검시간 약속도 안지키고   시간  로 점검하는거면 진짜 머하자는겁니까    오후  시에 용량 기가나 더쳐먹으며 들어가려고 하니 또 서버 점검이라니 진짜 서버운영진 일하는거 맞나요  별점  점도 아깝습니다,1
너는전설이다,2024년 4월 30일,에 나 뉴비 굿즈 팔이 더 해조 용하형,5
이주현,2024년 4월 30일,공식에서는 오후 시  분에 완료돼었다고 하는데 저만안돼는 건가요 ,5
비러,2024년 4월 30일,천장을 몇번 치는거야 확률조작임 왜 안나옴 ,1
장정민,2024년 4월 30일,긴급점검 끝나고 접속해서 캐릭터 뽑으면서   분 좀 지나고 콜라보 들어갔는데 점검이라고 하며 튕기네요  몇번 다시 접속해도 같은 결과네요  사람  시간이나 기다리게 하고 이게 말이 됩니까   똑바로 좀 해주세요 ,1
MLB좆문가,2024년 4월 30일,금일 점검 후 보상 모두받기를 누른 후 안받아진 청휘석이 있길래 직접 하나하나 눌러서 받았습니다  근데 블아 단톡방 인원들이 모두받기 하고 남은 청휘석 누르면 정지먹는다고 하던데 진짜인가요  저는 별 생각없이 모두받기로 안받아지는 보상이다 싶어 눌렀는데 정지라면 너무 충격적인데요   상경하고 우울감 심하게 왔을때 버티게 해준게 블아인데 이제 못한다면 좀 힘들거 같네요  ,5
박영준,2024년 4월 30일,       ,5
민ღ,2024년 4월 30일,재밌어요,5
Jameson Kim,2024년 4월 30일,저세끼가 내 미카를 가져갔다고요,5
으루룽,2024년 4월 30일,갓겜입니다 ,5
jungil yang,2024년 4월 30일,살면서 이렇게 감동적인 게임을 본적이 없는것같은데   너무 재밌어요 학생들을 모으는 재미도있고 최종장에서 울었습니다 김용하 화이팅 ,5
물댕댕이,2024년 4월 30일,   날울려버린 최초의게이무   스토리팀 빨리일해      ,5
XXX XXX,2024년 4월 30일,대 용 하,5
오즈키,2024년 4월 30일,여태까지 많은 게임을 접했지만 스토리 게임성 성우 캐릭터 무엇하나 빠짐없이 매력이 넘쳐서 너무 좋습니다,5
luke horace,2024년 4월 30일,청휘석 구매하려는데       에러가 떠서 결제가 안됩니다,5
노상강도은선생,2024년 4월 30일,만렙을 찍고 컨텐츠를 다 했는데도 계속 찾게 됩니다  새우깡같은 맛이 있어요 ,5
김곱창,2024년 4월 30일,우헤헤 정공 크리리트 재밌당,5
조민서,2024년 4월 30일,나를 오타쿠 씹덕으로 만든 장본인,5
박민호,2024년 4월 30일,최고에요,5
JH Ha,2024년 4월 30일,실례가 되지않는다면 산타걸 카요코 만들어주세요  ,5
승처니,2024년 4월 30일,서버 문 열어라 대머리   ,5
종이학,2024년 4월 30일,지금은 잘 하고있습니다 ,5
양미선,2024년 4월 30일,재미있는 게임이다 ,5
lllilill lli,2024년 4월 30일,그저 갓겜 인정합니당         ,5
새42,2024년 4월 30일,갓겜 용하형님 최고 식인대게 최고,5
이타치는살아있다,2024년 4월 30일,하스미라는 캐릭터와 히나타라는 캐릭터의 화질을 최상으로 해도 저화질 입니다 문제 해결해 주세요 ,3
405 madydog,2024년 4월 30일,윤수가이게임을좋아합니다,5
로카카카,2024년 4월 30일,개추,5
종영이,2024년 4월 30일,오빠가 갈게 식봉아    ,5
한울,2024년 4월 30일,정말 진심으로  인문학적으로 언더테일에 버금가는 가치가 있는 게임이라고 느껴집니다  이 게임 스토리를 접하고 나서야 무엇이 좋은 어른  좋은 사람인지를 알게 해 줬고  제가 이해할 수 없던 사람도 본질적으로 저와 같다는 너무나 당연한  하지만 그 누구도 알지 못 하는 사실을 다시 깨달았습니다  너무나  감사드립니다  대 사 쿠 상,5
웅,2024년 4월 30일,음 음  노노미  카와이 ,5
CV S (정세현),2024년 4월 30일,매우 갓 ,5
이민용,2024년 4월 30일,스토리와 분위기는 이 게임의 큰 장점입니다 일러스트레이터를 정말 잘 뽑았습니다 작품의 분위기에 맞는 배경음악을 알맞게 사용했습니다    모델링에서 세세한 디테일이 굉장합니다 반면에 게임으로서 추천을 하기에는 고민이 됩니다 게임 플레이가 재미 없기 때문입니다 이 게임의 모든 전투요소는 캐릭터들의 움직임을 관찰하기 위한 수단일 뿐이였습니다 게임으로서 재미를 느낄려면 적어도 총력전이라는 콘텐츠의 인세인 난이도부터 느낄 수 있습니다 하지만 그 난이도를 도전하기 위한 노동이 매우 수고로우며 동시에 지루합니다 결국 일반 유저들은 이 게임에서 게임으로서 즐길 컨텐츠는 없습니다 게임성은 아무래도 상관 없다  이쁜 캐릭터들을 보고 싶고 유니크한 스토리와 분위기를 느끼고 싶으며  확률로 승패 운명이 정해지는 게임을 하고 싶다  하시면 블루아카이브를 적극 추천합니다 ,5
샬레의선생,2024년 4월 30일,말할게 더 있나 한국산 갓 겜인데 그냥 고민없이 바로 컴온 ,5
최영빈,2024년 4월 30일,너무 재밌습니다,5
김레창,2024년 4월 30일,씹덕겜을 대체 왜하는건가 싶을정도로 혐오감을 갖고 있었는데 천장도 안높고 재화도 잘뿌리고 게임 자체도 나쁘지 않아서 몇달째 재밌게 하는중입니다  이대로만 잘 해줬으면 좋겠네요,5
다름,2024년 4월 29일,나의 최애게임 계속 발전하시길 쿠폰을 한번도 못얻어서 우울하지만     ,5
김대원,2024년 4월 28일,내가 게임을 하면서 스토리를 열심히 보게될 줄이야,5
핸드,2024년 4월 26일,엄청 재밌어요,5
귀요미,2024년 4월 26일,게임에서 캐릭터랑 스토리 모든건 다 재밌는데 가챠가 확률이 안좋네요      요즘에 많이 우울해서 블아로 우울 없애는데 가챠만 하면 우울함이 더 늘어나더라고요       가챠  성 나오는 확률 좀만 올려주시면 안돼나요 ,4
이준혁,2024년 4월 26일,재밌어요,1
UWB,2024년 4월 26일,빡빡아 돌 좀 뿌려,5
빠나넥슨,2024년 4월 26일,제 가챠를 천장 치게한 똥아로나를   년후에 죽여주세요,5
김호서,2024년 4월 25일,매력적인   를 만들었지만 그걸 다 담기에는 부족했던 게임과 개발사의 역량  세계관은 너무 훌륭하고 재밌는데 막상 들어가면 할 건 별로 없다 ,4
미니TV구독,2024년 4월 25일,응  은행털자,5
inu lvl,2024년 4월 24일,우리  년 더 한다 ,5
Paperman,2024년 4월 21일,고마워요 블루아카 ,5
박성우,2024년 4월 21일,블루 아카아브 유저입니다  처음에 프롤로그 나오는데 너무 설레이더라고요  제가 이 게임을 접하게 된게 이 프롤로그 때문에 프롤로그에 사용된 사운드트랙도 마음에 들었어요  게임 만들어주신 넥슨 멤버분들께 감사드립니다 ,5
개태원,2024년 4월 19일,센세 ,5
혀니,2024년 4월 18일,튕김만 없음 할만함,4
묵밥이,2024년 4월 18일,스토리좋음,5
이용수,2024년 4월 17일,해응,5
kimmio32,2024년 4월 17일,근첩들아  별 빼라,5
Xwxynh1,2024년 4월 17일,그저     ,5
권도엽 (ReveLovy),2024년 4월 16일,아로나 파란봉투 그만좀 줘   ,5
만렙초딩.,2024년 4월 16일,선정성과 스토리가 합처진깨임 마치 야깸인척하고 자신이 겁나 갓깸이라는것을 숨기는듯함 스토리 봐바라 선생 간지 작살난다,5
임승원,2024년 4월 16일,블루 아카이브 켜면 나오는 메인화면이 있는데 제가 최종장 깨면 나오는 메인화면하고 음악이 괜찮았는데 바껴서 아쉬웠거든요 그래서 메인화면을 선택해서 볼수있게 해주시면 좋겠습니다 ,5
레몬나르고,2024년 4월 16일,      청휘석 써서  성캐릭터  개 나오고 그거 마저도 픽업 캐릭터도 아니고 이제 현타와서 못하겠네요 블루아카이브도 메이플처럼 확률 조작이 아닌지 의심 됩니다,1
헤윰마루,2024년 4월 15일,스토리 갓벽  스토리만 보면 여태 이런 완벽한 게임 처음 봤음   캐릭터들도 너무 매력적이고 맘에든다  앞으로도 이렇게만 해주길   그나마 바라는게 있다면 메인스토리라도 풀보이스 지원해주면 무한 감사 근데 전투가 소탕 돌리면 금방 끝나서 아쉽긴 한데    뭐 하루종일 너무 게임으로 시간 잡아먹지 않는다고 생각한다면 개인적으로 나쁘진 않음  전에 했던 게임은 일퀘가 너무 오래걸려서 일상생활 불가능할 정도였어서   ,5
매냐,2024년 4월 15일,최고의 게임이에요 ,5
감자(옆집),2024년 4월 15일,인생게임임니다  칸나이격좀 내주세요,5
빵또아,2024년 4월 14일,그냥 스토리만 보는 게임,3
LONGZHU LONG,2024년 4월 14일,너무잼이서요,5
GGGSSS SSD,2024년 4월 13일,과금 확률 도박의 모든것,1
안윤호,2024년 4월 13일,작화가 취향에 맞고   모션은 탑급  사운드도 게임 분위기와 정말 잘어울리고 너무 무겁지 않으면서 볼륨있는 메인스토리를 가진 게임입니다  개발자들의 열정이 유저에게 잘 전해지고 여러 콜라보레이션과 동인 행사등으로 오프라인에서도 다양한 경험을 하게 해주는 블루아카이브  한국을 대표하는   로 거듭나길 바랍니다 ,5
lollo,2024년 4월 13일,가챠 망해서 접음,1
EM MOOGG,2024년 4월 12일,프라나가 예뻐요,5
웅웅,2024년 4월 12일,애니도 엉망이고 게임에 더이상 기대될 컨텐츠도 없음  ,1
N U,2024년 4월 11일,굿,5
아삿,2024년 4월 11일,내 폰게임인생 계속하게되는 몇안되는게임이다 스토리는 말할것없이 잘뽑혔다 캐릭터는 저마다의 개성이 잘표현됨,5
쪼리꽁,2024년 4월 11일,노잼,1
stealla Aris,2024년 4월 10일,첫 출시부터 블루 아카이브 너를 만난 나의 인생이    도 달라졌다   진짜 스토리 멜로디 하나하나가   감동적이다  ,5
강월령,2024년 4월 10일,플레이하는 감상 한문장  대 용 하 디렉터님  그리고 모든 개발자분들  사랑합니다,5
최재현,2024년 4월 10일, 월   일 신규 유저입니다   캐릭터와 스토리 빼면 비추천겜 맞습니다  가챠 이렇게 사특할 줄 몰랐고 과금대비 리턴이 너무 미미하다 느꼈습니다  별개로 굿즈퀄이 가격대비 실망스러웠고 구하기도 힘들더라구요   수입을 위해 꽝을 늘려놓은 듯한 불쾌감과 원하는 캐릭터는 통언뜬이란 말이 나올 정도로 극악이라 최애캐 기본을 얻는데도 과금을 해도  달 넘게 안나온건 진짜 너무한 거 같습니다   전부 즐길 수 없는 컨텐츠  생략 및 추후 참여   한국음성 없음  다른 나라와의 격차 등 시스템적으로 다들 아쉬워하는 이유가 다 공감되었지만 어제 스토리 클리어 했는데 이제부터가 찐이라 생각하게 되었습니다  오프라인 행사 등 기대가 되었고 고객의 니즈는 충분히 파악하고 있지만 솔직히 아직까지는 매우 아쉽게 느껴집니다   그래도 더 나아질거라 믿고  점 남깁니다 ,5
혜안,2024년 4월 9일,오늘   만원 현질하고 해봤는데도 겜이 재미가 없어    지금까지  번 깔고  번 지웠는데 이제  번 지우고 다신 쳐다도 안볼라요,1
iz one,2024년 4월 9일,김용하는 신이다,5
재현박,2024년 4월 9일,이 게임이 왜    만 회지  이해할 수 없을 정도로 정말 정말 잘 만든 게임인데   스토리부터가 그냥 완벽 그 자체,5
츠보,2024년 4월 7일,게임이 재미가 없어요 총력전은 무한 리트에 임무는 오토 딸깍이고   는 멍청해서 딜러가 탱킹하고 있고 그나마 캐릭터성으로 먹고 가는 게임,2
얼어붙은,2024년 4월 7일, 월  일  접속하자마자                                           이라는 알림이 뜹니다  그것도 메인화면으로 오면 계속 저게 뜹니다,5
론론,2024년 4월 6일,다 좋은데   결제하려고 하니깐       에러가 자꾸만 떠요     ,5
エセンシア,2024년 4월 6일,메인화면에서 계정 변경 가능하게 해주니,1
jun KU,2024년 4월 6일,뉴비 진입이 너무 힘듬,1
WK K,2024년 4월 6일,그저 갓겜  출시하고 지금까지 인생겜이 되엇네요  ,5
지존짱짱시율센세,2024년 4월 5일,앙 기모딱,5
우희철,2024년 4월 5일,진짜 뽑기 힘들고 케릭별 스텟 차이 심하고 좋은거 별로 없어서 힘들고 스토리 중 갑자기 난이도 극악으로 해서 하지도 못하게 하고 현질 유도 가 심한거 같습니다 ,3
Jason Lee,2024년 4월 5일,최고다 김용하,5
율무차,2024년 4월 5일,패키지를 구매하려고 하는데 구매버튼을 누를때 마다                      이 떠요,4
Siesta,2024년 4월 4일,혹시 로그인 테마가         로 바뀌었나요  제 기기에서는       가 로그인 테마인데 지인의 기기에선         가 로그인 테마로 나오더군요  업데이트는 제대로 했고 휴대폰 기종은 노트 입니다 ,5
거북상,2024년 4월 3일,갓겜,5
요링이,2024년 4월 3일,게임 실행하면 검은화면 뜨고 멈춰서 실행이 안됩니다,5
유창현,2024년 4월 2일,너무 재밋어용 요즘 푹 빠져서 블아만 하네용,5
Lover EliZA is Dead,2024년 4월 2일,진짜 죡가튼 겜  픽업이 천장아니고서는 절대 안나오네   내가 이겜 오픈때부터 했는데 더 이상 못하겠다  돈만 빨리는거같아서 이젠 삭제할란다,1
더하기,2024년 4월 2일,너무 재미있습니다  단점은 딱한가지 스테미나를 좀더 주면 좋겠습니다  생각보다 스테미나를 많이 사용하게되네요,5
민서,2024년 4월 1일,다 좋은데 로그인 화면 예전으로 돌리는 기능은 없나요  ,5
고양이,2024년 3월 30일,전투가 노잼이라 접음 ,2
김기훈,2024년 3월 30일,메인스토리  임무도 재밌어요  굿굿,5
안주현,2024년 3월 29일,정말재밌다,5
검정이딱따구리,2024년 3월 28일,재밌다,5
윤지민,2024년 3월 28일,내 인생 모바일 최고갓겜    뭐든 금방질리는 성격이라 무슨게임이든 길어야 몇달정도밖에 하다 그만둿었는데 이게임은 아무리해도 질리지가않네    학생들 퀄리티며 스토리도 아주맘에드네요 블아를 너무늦게알아버렷다는게 아쉬울따름    모바일겜 처음으로 제대로된 리뷰써보네요 블루아카이브 화이팅입니다 ,5
foxyboi,2024년 3월 28일,그냥 하셈,5
tV건전지,2024년 3월 27일,블루아카이브를 막 시작한 신입유저입니다 매일 블루아카이브 때문에 살맛이 납니다 캐릭터 보는 맛도 있고   재미있습니다 ,5
환기,2024년 3월 23일,개발자들의 진심이 느껴지는 게임,5
한태영,2024년 3월 23일,화면에 양쪽 끝부분이 잘리네요 화면비율이     인 기종도 지원했으면 좋겠습니다  지원이 안된다면 잘린 화면 끝부분에 파란색 줄무늬 대신 검은화면으로 대체되면 좋겠습니다   화면에 번인이 일어날것 같아요 ,4
박해인,2024년 3월 23일,게임인데 게임성이 없음,1
박성훈,2024년 3월 23일,아주아주 좋아요 그리고 제가 좋아하는 게임입니다 저 이거 오랜만에 해보네요 거기다가 이거 너무 재미가 있어서 계속 하고 싶어지네요,5
장윤창,2024년 3월 22일,정실은 유우카 정실은 유우카 정실은 유우카,5
비정상적,2024년 3월 22일,캐릭터   차 창작 빼면 남는거 없는 흔한 모바일 게임 콜라보  공식 굿즈는 항상 논란  퀄리티 개판 가챠 확률은 가면 갈수록 의심이 들기 시작하고 쉽게 십덕들 돈 빨아먹자 라는 마인드를 가진 회사로 보인다 내 주의 하던 애들도 다 접고 나만 남았는데 뭘 믿고 남아있어야 하냐    사과 공지  제대로 하겠단 말 싹 다 거짓말이냐  그럴거면 큐라레처럼 폭발시켜,1
우타게,2024년 3월 21일,블루아카이브를 시작한지  년정도 되어가고 있네요    정말 재미있게 하며 애정을 가지게 된 게임이 되었습니다    그간 게임을 하면서 느껴본 것을 끄적써봅니다  일단 장점으로는 캐릭터 하나하나가 매력이 넘칩니다  캐릭터의 개성이 다양하며 서로가 다른 서사를 가지고 이렇게 표현할 수 있다는 것이 대단하다고 느낍니다  또한 스토리가 정말   와   맛도리입니다  스토리 빌드 및 전개가 불편함이 없고  캐릭터 각각의 가지는 감정선이나 관계를 잘 표현해냈다고 생각합니다  이렇게 집중적으로 스토리 하나하나 본 게임은 오랜만인 것 같습니다  단점으로는 재화의 수급과 가챠가 살짝 맵다는 점입니다  사실 어느 게임이나 재화수급은 어렵다고 생각합니다  그런데 타게임에 비해 블루아카가 유독 힘들다고 생각되는게 가챠는 보통 선택과 집중으로 선택해야하는데 이렇게 캐릭터를 잘 만들어서 내놓으면 재화가 안모여    그래도 이러한 점들이 제작자가 얼마나 게임에 진심인지를 엿볼 수 있다고 생각합니다 ,5
최수혁,2024년 3월 21일,아니 청휘석      개를 썼는데  성 하나안나오는거 실화임  뽑기 첫날은 확률더 내리는거아님  어이가 없네,1
천싱,2024년 3월 20일,갤럭시 노트   사용자입니다  최근 갑작스럽게 게임에 들어가도 검은 화면만 보이고 실행이 되지 않아 재설치랑 용량정리도 해보았는데 여전히 검은화면만 보이고 있습니다  그런데   세용 앱은 잘 실행이 되고 있습니다  문제를 해결해주세요 ,5
Deathwing LT,2024년 3월 18일,이번 갤럭시 이벤트로 정이 완전 떨어졌습니다 부디 빨리 망하길 빌게요,1
Maquia,2024년 3월 18일,두달 기다린 콜라보 꼬라지보고 그냥 접습니다 유저한테 상처만주는 이벤트는 안하는게 오히려 좋을거같네요,1
기전스,2024년 3월 18일,갓겜,5
박정후,2024년 3월 18일,갤      콜라보 수량 더 풀어라,1
Akaze S,2024년 3월 18일,갤  울트라 달아놓고 구성품 대다수 갤    울트라랑 상관도 없고  판매는 카톡에서 되팔렘들한테 오픈하는 꼬라지 갤스에서만 기종 접속제한 했어도 되팔렘들 충분히 걸러냈을텐데 지금 중고시장 앱 보면 블아 되팔렘들로 도배되어있던데  이게 원하시던 그림 맞죠  판매정보라도 미리 오픈했으면 몰라  콜라보 공지하고  달을 쳐 기다린 뒤에 공개를 해놓으면서 꼴랑     개에 아무나 구매가능 진짜 역하게 하네요 폰값만    인데 이따위로 운영  진짜 소비자를 개 호구로 보고계시죠  리뷰 달려면 최소점이 존재하것도 짜증납니다,1
송영재,2024년 3월 18일,학생들이 개성적이고 귀엽습니다,5
이일,2024년 3월 18일,망겜,1
水野ささやき,2024년 3월 17일,캐릭터나 경쟁 시스템이 너무 잘되어 있고 사료도 빠짐없이 주니까 좋은 게임같고 무과금 유저도 시간만 조금 더 투자하면 충분히 따라잡을 수 있는 겜이라 만족합니다,5
기훈김,2024년 3월 16일,잘 됐으면 하는 게임이네요  재밌게 즐기고 있어요,5
Kiju,2024년 3월 16일,군대에서 시작하고 접었으나   년  월에 제대이후 다시시작하니 베스트 게임이됨  스토리보면서 지금까지 재밌게 즐기는중,5
김홍재,2024년 3월 16일,지들이 못뽑은거랑 지들 폰 구린거 가지고 여기서 떼쓰면 어쩌노 꼬우면 비틱해라 천장 한번쳣다고 징징거리기는  ,5
승엽신,2024년 3월 15일,재밌는 ,5
L. L.,2024년 3월 14일,걍 인생 게임임 스토리보고 감동 받은 게임임 항상 응원하고 더 발전했음 좋겠음 개발트리아 항상 응원합니다 ,5
고준영,2024년 3월 14일,김용하는 신이고 브루아카는 무적이다,5
정두영,2024년 3월 14일,오늘 게임을 켜두고 밥을 사러 간 사이에 같이 근무하는 친구가 여태 모아둔 청휘석을 다 뽑기로 갈아버렸습니다 운유카랑 이치카 뽑으려고 겨우겨우 모은건데 복구가 가능할까요    문의를 하고싶었지만 지금 블루아카이브에 연동된 넥슨 계정이 다른사람 명의로 바뀌고 비밀번호도 바뀌어서 휴면을 풀고 문의를 할 방법이 없습니다   조치가 가능할까요   ,5
곰곰이,2024년 3월 13일,저는 조금 아쉽습니다  랙이 너무 많이 있습니다  ,5
빤짝겅듀,2024년 3월 13일,용하신 만세,5
야옹야옹해,2024년 3월 13일,제 인생에서 이런 갓겜은 처음입니다,5
꿇행복,2024년 3월 12일,내가 폰게임에 돈안쓰는데 이게임은 그래도 쓰는편,5
ReneQade,2024년 3월 12일,맨날 배틀로얄 하다가 이런 힐링겜 하니까 마음이 좋네요    좀 일찍 시작할걸,5
빅딕,2024년 3월 12일,우타하 코토리 시미코양 일러스트 리뉴얼좀 해다오    ,5
오오가미아야메,2024년 3월 12일,올해 설날부터 제 애인의 추천으로 인해 블루 아카이브를 시작하게 되었는데 미소노 미카라는 캐릭터가 제 최애랍니다       사랑해요  블루 아카이브 ,5
소라쿠운,2024년 3월 12일,확률좀 올려줘  ,4
최현용,2024년 3월 12일,이게 왜 청불 ,5
김하진,2024년 3월 12일,오타쿠   였지만 그렇기에 더욱 재밌게 플레이 할수있었던 게임이였고 게임이 개성있는 캐릭터들과 눈물콧물 좔좔 흐를수있게해준 스토리들  캐릭터들에 알맞는 일러스트들까지  가챠가 망하면 지울까  시간동안 심히 고민하게하지만 결국 계속하게되는 마성의 매력을 가진 갓겜입니다,4
박혜민,2024년 3월 12일,  렙에 예로니무스   트 하니까 깨긴 깨네요  근데 이제 뭐 함,5
관조,2024년 3월 12일,그저        ,5
em m,2024년 3월 12일,오류인줄 알았는데 폰 껐다 다시 키니까 됐네요,5
김도형,2024년 3월 12일,재미있는데 분재게임 특성상 약간 지루하기도 합니다 하지만 예쁜 학생들과 아름답고 재미있는 스토리로 이 게임에 장점이죠   예쁜 학생들과 스토리를 즐기고 싶으면 추천 합니다 ,4
박지원,2024년 3월 12일,캐릭터와 스토리가 사랑스러울 정도로 좋은 게임,5
구민수,2024년 3월 12일,밝고 건전한 게임,5
_은님,2024년 3월 12일,스토리 갓겜  ,5
루트3점,2024년 3월 12일,최고,5
