author,date,review,score
서보경,2024년 4월 15일,지인이 추천해서 해봤는데 스토리가 재미있다  원하는 캐릭터 뽑았을때 눈물흘렸다 ,5
오석민,2024년 4월 11일,    ,5
이효준,2024년 4월 11일,대체 왜 페북 연동이 안됨 ,1
360도회전인사,2024년 4월 10일,안그래도 긴 전투시간이 렉때문에 오래걸려서 파밍도 힘듭니다 그리고 업데이트 영상을 스킵없이 그냥 보게하는건 너무도 싫습니다 ,2
0 0,2024년 4월 9일,무슨 광고로 몇분이나 써먹는거야,1
특화워로드,2024년 4월 6일,다 좋습니다  다만 좀더 빠르게 일그오를 따라갈 필요가 있다고 생각합니다  최소  년텀 차이까지 따라갔으면 좋겠네요,5
정지민,2024년 4월 5일,어떤 캐릭터든 키우면 쓸데가 있다는 점이 좋음  다른 게임의 저레어 캐릭터와는 달리  포지션에 따라 고레어보더 더 유용하게 쓸 수 있음  하다보면 쓸만한 고레어는 필연적으로 뽑히기도 하고  이 게임에서 과금은 선택사항임  스토리를 못미는 것도 아니고  경쟁요소가 없으니 경쟁요소에서 밀릴 것도 없고  그저  갖고 싶으니까 뽑는거고  돈을 쓰는거임  몇번 질려서 관둔적은 있어도  스토리 새로 나왔다고 하면 어김없이 돌아와서 다시 했음  스토리 갓겜임   부는 스토리나 연출면에서 좀 투박해도  종장에 이르기까지의 서사가 너무 맛있음     부부터는 연출도 점점 나아지다가  부부터 정점을 찍고  스토리 원툴이지만  그걸로 충분한 게임임 ,5
inha Lee,2024년 4월 4일,갓겜,5
마이 크래프트,2024년 4월 3일,상성 게임은 악질이다  그걸 무시하는 적은 개악질이다  그러면 나는 마왕이다  얏챳테 바사카    ,5
이건희,2024년 4월 2일,확차도 좀 땡겨와주면 좋겠다,5
A Elye,2024년 3월 27일,오래오래 서비스 해주길    ,5
아인,2024년 3월 24일,재미있기는 한대  성이상 서번트가 너무 안나와요    개를 썼는대  성이상 서번트가 하나도 안나왔어요 패치좀 해주세요,5
-웅녕,2024년 3월 20일,장난까냐 돌내놔라,5
누구세요,2024년 3월 20일,외압   트짹페도  명       ,5
정상원,2024년 3월 20일,스토리 볼 생각으로 하는 거면 개추 아니면   ,4
목사왕,2024년 3월 17일,이 게임은 현질이 답이다,5
우지훈,2024년 3월 16일,굿,5
3월7일,2024년 3월 16일,가챠 폭사하자마자 평점 남겨달라고 하네열    ,2
roadjun,2024년 3월 15일,모바일게임 스토리 캐릭터성       게임 편의성이 약간 구리지만 꾸준히 업데이트 진행중이라 만족해요  한국 서버는 유저들과 소통이 매우 활발한 편이라 맘에 들어요 ,5
헬당자,2024년 3월 15일,굿겜,5
누군,2024년 3월 15일,좋은 게임 위대한 게임,5
레미쟝,2024년 3월 14일,에레쟝 쵝오다,5
겜창인생,2024년 3월 13일,천장없는게임  ,3
방구석히키군,2024년 3월 13일,카카오 터진거 보면 여긴 진짜 선녀 그자체다  이정도면 친구보고 말딸보다 추천할만하다   ,5
송언진,2024년 3월 13일,이젠 좀 운영답게 운영하는 것 같다 자체픽업은 좋은데 지갑엔 안 좋다 이대로만 가면 될 것 같다,5
JM Kim,2024년 3월 13일,점점 더 좋은 평가를 내릴 수 있게 해주는 운영 칭찬해 ,5
안재욱,2024년 3월 13일,내가 호부  장에 나와달라고 바랬어  아님      연차에서 하나 나와달라고 그랬어  한 번 도전할 때마다 성정석    개  호부   여장씩 쏟아 부었어   번 정도 폭사시켰으면 하나는 나와야 될 것 아니야   인간적으로    돌에 호부   장이면 명함 정도는 줘야 상도덕이 있는 거 아니냐  현질 할 마음은 들게해줘야지              이제는  성까지 폭사시키냐             ,1
PeterBilt,2024년 3월 13일,정신차리자,5
wg w,2024년 3월 13일,줬다 뺏는건 무슨 심보,3
이충환,2024년 3월 13일, 년째 하는중,5
정정원,2024년 3월 13일, 부  장은 최고야,5
tr S,2024년 3월 13일,진짜진짜   가챠가 뭣같아서 복귀할 마음도 사라졌다  그동안 던졌던 돌이 몇갠데 대체 양심이  ,1
dd d,2024년 3월 13일,굿,5
권오준,2024년 3월 13일,진짜 스토리를 보니 왜 페그오라고 하는지 알겠더군요  스토리에 몰입하면 재밌어요 ,5
바요댤 (바요댤),2024년 3월 13일,닫아라  닫아라  닫아라  닫아라  닫아라  되풀이 하기를  번  다만  전부 채워지는 떄를 파각    한다   고한다  그대의 몸은 나의 곁에  나의 운명은 그대의 검에  성배의 인도에 따라  이 뜻  이 이치에 따른다면 대답하라   맹세를 여기에  나는 상세     전부의 선이 되는 자  나는 상세전부의 악을 시행하는 자  그대  대 언령을 두른  천  억지의 고리로부터 오라  천칭의 수호자여  ,5
한현중,2024년 3월 13일,돌고 돌아    ,5
크툴루,2024년 3월 13일,우리 페그오 많이 아껴주세요 ,5
박민석,2024년 3월 13일,잘하자 ,5
Eternal Buddy (ELBY),2024년 3월 13일,사태 이후 개선의 노력이 보여서 다시 평점 돌려놓아요 물론 또 개판나면  점 줄거임,5
우와,2024년 3월 13일,가챠  멀린 흑잔 나오면 매출 위합니까 ,5
OOO OOO,2024년 3월 13일,다시보니 선녀같다 ,5
에디에디셔널을 잘 돌리는,2024년 3월 13일,크림힐트 주세요 ,5
porl Kim,2024년 3월 13일,진작에 잘했으면 별점이 왜 떨어졌겠습니까 일단  점 올리고 추후 상황봐서 더 올리겠슴다,5
나산,2024년 3월 13일,왜인진 모르겠지만 잔렉이 있음,4
Go Yun,2024년 3월 10일,페이트를 처음보고 시작했는데 일러스트나 게임성  캐릭터를 얻는 방법들이 쉬워서 너무 좋은것 같습니다 ,5
랴으,2024년 3월 9일,렉 점점 심해지더니 이젠 실행조차 안될때도 있음,4
김지수,2024년 3월 7일,이제 신 해줘도 될거 같다 ,5
남진수,2024년 3월 6일,재미있어요,5
정우석,2024년 3월 3일,서비스 종료하지말고 계속 있었으면 좋겠다,5
손승표,2024년 3월 2일,페그오를 열심히 하고있는 유저 입니다만 오늘 업데이트 이후 신년 패널 미션에 들어가면 무한로딩 버그의 발생으로 보상을 받지 못하고 있습니다 이 버그를 최대한 빨리 고쳐주시면 감사하겠습니다,5
이산,2024년 3월 2일,스토리보는 분재게임,5
엄상민,2024년 3월 1일,어제깔아서해본결과대박입니다했던것중에드래곤나오는게임은처음이지만게속이어갈게여,5
Google 사용자,2024년 3월 1일,나쁘지않음,3
Day White,2024년 2월 29일,운영 갓겜,5
SMT,2024년 2월 28일,한그오 흥해라 ,5
김보나,2024년 2월 28일,좋아요,5
고양이(고양이),2024년 2월 25일,버그가  개씩이나 있는데 계속 방치하는거 보니  예전 막장운영때 모습이 다시 떠오르네요 별점  점에서  점으로 다시 수정   ,2
이용비,2024년 2월 25일,해보는중임,5
배기영,2024년 2월 23일,계정이 복구되어있어서 묘하게 기분이 좋다 ,3
박준영,2024년 2월 22일,가챠게임에서 자기가 못뽑았다고 별점 깎고 징징거리는건 좀 추하네    ,5
의문형,2024년 2월 21일,  용             스토어에는 왜 없는지 모르겠다,1
탁군,2024년 2월 19일,도중에 계속 게임이 멈춥니다  왜이러는지 궁금하네요 ,5
John Bai,2024년 2월 19일,출시부터 조금씩 해왔습니다  스토리도 재밌고 캐릭터 육성도 생각보다는 간단합니다  무엇보다 매번 매달 업데이트 전에 미리 공고하도 유저들과도 친화적일려고 하는 모습을 정말 많이 보여주셔서 감사할 나름입니다 ,5
솔라테이션,2024년 2월 19일, 년 전엔 이렇게 운영을 잘 할 수 있을 거라고는 상상도 못했죠 ,5
bull Boston,2024년 2월 16일,즐겜,5
박민수,2024년 2월 16일,간담회 하기전까진  점,5
박승제,2024년 2월 15일,지능이 남아 있을 때 탈출하시오 ,1
이성재,2024년 2월 15일,트럭 맞고 눈에 띄게 개선된 점들이 보여서 겜 하는 맛이 나요  타겜과 달리 패스라던가 패키지 없이 오직 깡 성정석이고 유료 재화 수급처도 제한적이지만 재미    는 있어요 ,5
AP KAP,2024년 2월 15일,요슬롯을 위해 성정석    여개를 한 번에 돌렸는데 버그인지 최소 한 번은 나와야 하는게 한 번도 안나옵니다    레벨 업 했는데 코스트가 안늘어나요    빛코얀  둠코얀 각각    개 이상 사용했는데 마찬가지로 안나왔습니다 ,1
디오브란도,2024년 2월 14일,어제 생일이었는데 아무것도 없었음  보상도 없었음  새로 뽑은 서번트의 축하 메세지도 마이룸에서 들을 수가 없었음,4
최정호,2024년 2월 14일,스토리가 재미있어요,5
한석호,2024년 2월 14일,굿,5
하이네,2024년 2월 14일,이번년도에 들어왔는데 생각보다 재밌어요  그런데 저 솔로몬 보고 들어왔는데 뽑기에 없어서   혹시 뽑기에 나오지는 않나요  제발 솔로몬 주세요  ,4
한정식,2024년 2월 13일,운빨  ,4
너는아닌거같아,2024년 2월 12일,개같은 가챠,1
이헌성,2024년 2월 5일,요새 운영을 잘 하고 있음,5
ᅵᅳᅵᅪ,2024년 2월 5일,최고의 어플,5
심심하다,2024년 2월 3일,올만에 복귀함   ,3
뚜기박,2024년 2월 2일,과금하면 비싸지만 안해도 돌아가는 좋은 게임 캐릭터들 일러는 못생겼는데 뽑고싶게 서사를 잘 쌓아놨네요 ,5
강보성,2024년 2월 1일,굿,4
박철희,2024년 1월 31일,말 해야 아나 ,3
스파니,2024년 1월 29일,자동전투는 못한다 해도 적어도 재료가 어느 스테이지에서 나오는지는 안내해주셔야죠   얻고 싶어도 어디에 나오는지를 검색해야 한다는게 너무합니다   ,3
스타레일,2024년 1월 26일,재미있습니다,5
Ryusats,2024년 1월 25일,충성충성    ,5
Rowen,2024년 1월 24일,올해에 혹시라도 여건이 되시면    구다구다 이벤트 때 이조 예장 재실장 해주실 수 있으실까요   잠깐 쉬는 사이에 놓쳐버렸더라고요   학수고대하며    년간 잘 플레이하고 있고 인생겜입니다      ,5
ᄋᄋ,2024년 1월 22일,카마,5
khk k,2024년 1월 20일,오랜만에 하니까 재미있네요,5
권오윤 (타룸),2024년 1월 19일,진짜 너무 좋아하는 스토리이고 나름 고전시리즈이긴 한데 이렇게까지 현재까지 장수하고 있는 시리즈면 인정할만하다  곧 있으면 한그오  주년인데 화이팅하고 나우이 믹틀란까지 가자  맞다  제가 계정울 잃어버린  레이첼 유저 인데 계정 복구해주셔서 감사합니다   역시 갓마블  킹마블  거의 노덴스 엘더갓 마블    ,5
석민규,2024년 1월 17일,베발 오토시스템좀 추가해주세요,1
나선계단 (1반 14번 이선중),2024년 1월 13일,굿,5
Google 사용자,2024년 1월 13일,아니 뭐가 안끈겨야 해먹지 너무끈겨서 못하먹겠음둥,1
서지후,2024년 1월 12일,아이고 소장님    이렇게 가버리시면   ,5
K,2024년 1월 12일,슬슬 항복할 때도 됐는데,5
평온함,2024년 1월 11일,팬심으로 하기 좋음,5
박지석,2024년 1월 11일,재밌었어요,5
Ac quario,2024년 1월 10일,성정석을 구매했는데 결제오류로 나옵니다 그런데 카드는 결제가 된 상태입니다 확인 부탁드립니다,2
강현준,2024년 1월 8일,확률이 뭔 죄다 말도안되네   연뽑을      을 했는데 픽업안뜬게 말이되냐  ,1
족발빌런,2024년 1월 7일,죽이는 달이다 공주님 보 만 찍게해주세요 넷마블님,5
타타타타타타,2024년 1월 7일,오랜만에 게임에 들어왔는데                        이거 무슨 버그죠 ,1
유태경 (내일말고 오늘부터),2024년 1월 6일,나는 페그오의 망령이다  그리고 다른 좋은 턴제 게임 많으니 다른걸 합시다 ,3
나렉,2024년 1월 5일,갤    안드    쓰는데 하다보면 자꾸      초씩 멈췄다 또    분 있다 또 멈추고 짜증남   ,1
홍석진,2024년 1월 5일,연전연승,5
포알,2024년 1월 5일,네로 글라디우스 성배제림까지 했는데 스킬 개방이 다 안돼는데 도와주세요,4
겨울잠 준비중인 곰,2024년 1월 5일,유저와 서통하고  유저들의 편의와 재미를 위해 본부장님까지 진심으로 일임하는 모습이 옆의    같은 겜과는 차원이 다르네요  이것이 게임이다,5
d jskal,2024년 1월 5일,천장 왤케 높아  ,5
최명훈,2024년 1월 5일,우리 그오 정상영업 합니다,5
방준서,2024년 1월 5일,너무 재밌어요,5
채종윤,2024년 1월 5일,갓겜,5
Haise Owl,2024년 1월 5일,페이스북 해킹당해서 접게되네요    님덜은 구글계정으로 연동하시길,1
박종빈 (요르하),2024년 1월 5일,좋아요,5
시원최,2024년 1월 5일,이게 운영이지 ,5
최신영,2024년 1월 5일,겜 처음 하자마자 바로 물총밥나와서 갓겜   ,5
강산,2024년 1월 5일,미래에는 과연    ,5
제로나이트,2024년 1월 5일,캐릭터도 다양하고 스토리도 재미있어요 추천합니다,5
10 437,2024년 1월 5일,게임 자체는 무난한 일본산 수집형 모바일게임 하지만  넷마블 이 크게 사고쳤다 ,3
Lemon319,2024년 1월 5일,운영 똑바로 해라 넷마블아,5
이재우,2024년 1월 5일,게임은아니지만 비싸고 재미있는 게임 ,5
Hae Jin Cho,2024년 1월 5일,그간 해온게 있어서  점 드리겠습니다 일정 당길수 있으면 당겨주세요,5
LikATree,2024년 1월 5일,잠깐씩 멈추는 현상이 있습니다  처음 켰을때는 괜찮은데 점점 생기고 나중에는     초까지 멈추기도 하니 불편해서 앱을 껐다가 다시 키고는 하는데 해결방법 없을까요  ,5
가즈아걸크러쉬,2024년 1월 2일,새해 복주머니 소환하려고  만원 충전하고 유료성정석을 총   개 구매하였는데 접속해보니 유료성정석은  개만 들어와있네요  이거 어찌된건가요  분명 처음에 구매했을때   개 구매했고 그다음에  개를 구매했습니다  나머지   개가 들어와야 정상 아닌가요  정상적으로 구매했고 결제내역도 나와있는데 왜 안들어오나요  ,2
아크또,2024년 1월 2일,굿,5
김방수,2024년 1월 2일,페스나 보고 페그오 입문 했는데 너무 재밌네요,5
김민성,2023년 12월 31일,제발   세 제발   세 적어도   세 정도 제발 제발    ,5
jin everett,2023년 12월 31일,간담회와 여러 이벤트를 통해 소통하는 모습을 보여주어 게임에 대한 믿음을 되찾았음 ,5
솔로처,2023년 12월 30일,화면 회전 버그 언제 고쳐주나요  화면 돌아가는 것 보면 그냥 하기가 싫음  출석 보상  옘병 내가 불편한데  페그오 오픈 때 부터 했지만 이벤트  개 연속 거른 적은 처음임,1
토멩,2023년 12월 30일,할까말까할까말까할까말까할까말까할까말까 겁나 고민하다가 깔아봐요 페그오 스토리 예전부터 궁금했었는데 한번 진득하게 해봐야겠네요,5
Google 사용자,2023년 12월 30일,굳,5
kasio Mia (Miakasio),2023년 12월 30일,다른건 다 좋은데 자동 전투랑 소탕 시스템은 좀 만들어 줘도 되는거 아닙니까  뺑뺑이 돌때마다 불편해요 게임은 재미있는데숭,5
임도혁,2023년 12월 29일,아직도 새해병크 때문에  같아서 남김 한국어있는 게임을 유일하게 일본판으로 하게 만든 유일한게임 일그오에서 이제 백만 정도 질렸는데 고졸때 손절해서 현질 크게 안한게 다행이지 게임 망했으면 좋겠어요,1
Channel Sada,2023년 12월 26일,게임 설정 오류입니다,1
Chanmz,2023년 12월 23일,성장 하는중인 한그오,5
팬더황제,2023년 12월 22일,잘해주셔서 감사해요,5
Hwan,2023년 12월 21일,스토리 갓겜이지만  부 초반은 좀 버거움  튜토깨고  부  장넘기면 이재부터 본겜 스토리 감상 가능,5
임태일,2023년 12월 21일,스토리보려고 하는 겜이지만 넷마블 운영   겜,1
E kunyung,2023년 12월 21일,레게노,5
황도현,2023년 12월 21일,거의 게임도 아닌거 붙잡고 있는 사람들 등돌리게 하는게 수준급이네요,5
dbsrnr new,2023년 12월 21일,진짜 요새 운영 쌍따봉입니다      최애의 게임이 최최애가 될만큼 사랑스럽네용,5
김민수,2023년 12월 21일,알잖아 다들,5
이동현,2023년 12월 21일,가챠가 좀 매움,4
소정현,2023년 12월 21일,잼있게 하는중 ,4
정경,2023년 12월 21일,즐겜 ,5
이동균,2023년 12월 21일,몸은검으로되어있다,5
신도하,2023년 12월 21일,저는 곧     일차 유저입니다 운영이대로해주시면 진짜 고맙  ,5
CH C,2023년 12월 21일,넷마블은 기억해라 유저가 있어야 회사의 미래가 있다는걸,5
Segrid C,2023년 12월 21일,다른겜들 사고터진거 대응보다보면 여기는 선녀였다,5
지부르키,2023년 12월 21일,아니 왜 페그오  부    장이 안 보여요 도저히 못 찾겠어요,5
안경현,2023년 12월 21일,재밌게 하고 있습니다  일본 버전이랑 점점 차도 줄여주고 있어서 새로운 서번트를 점점 빨리 만나볼 수 있네요,5
부엉신,2023년 12월 21일,전투시 커맨드코드가 안보이는 버그  라이네스 보구에 클래스 방어불리상성 삭제 미적용버그 존재 매우 불편함,5
노해주,2023년 12월 21일,내가 그렇게 까지 용돈을 줬는데 실망입니다,5
Kyeongho Cho,2023년 12월 21일,만족중,4
이승용,2023년 12월 21일,진짜 잘 하자  ,5
applewon,2023년 12월 21일,우주 최고의 갓 게임,5
고민서,2023년 12월 21일,운영을 이 정도로 잘하는 게임도 드물다,5
신민철,2023년 12월 21일,오          갓겜이 되어간다   ,5
KI W,2023년 12월 21일,싸움이야  나도 끼여야지 ,4
Kyung-Won Kim,2023년 12월 21일,처신 잘하라고,5
애들리,2023년 12월 21일,운영을 잘하는,5
신우식,2023년 12월 20일,종말,5
Sone GG,2023년 12월 19일,   다른 계정으로 로그인할때마다 설정값  게임속도  아이콘 크기  보구연출 속도 설정 등 이 초기화되어 불편합니다  설정값을 기기에 저장하거나 계정에 연동시켜주셨으면 합니다    공지 팝업 외의 화면에 블루투스 마우스의 입력 인식이 되지 않아      삼성 덱스  모드에서 게임 플레이가 불가능한 수준입니다  마우스 입력 인식 가능하게 해주셨으면 합니다,4
흥미진진,2023년 12월 18일, 점 알바 뭐냐  생각 좀 하고 싸질러라  당장 돈 몇푼에 손가락 좀 놀리지말고 이거 말고 일없냐 ,5
블마,2023년 12월 18일,일주일만에  부  장까지 다깸   근데 아직  부  장은 안나온 것 같은데 언제나옴    일그오랑  년이상 차이나는건 좀 에바같은데,3
fgo,2023년 12월 16일,굿,5
이준우,2023년 12월 14일,일부 날림 스토리와 연출을 빼면 탄탄한 세계관과 캐릭터들 덕분에 스토리에 몰입하여 게임을 재밌게 할 수 있는 잘 만든 팬 서비스 게임,4
문주성,2023년 12월 14일,진짜 답이없다 너네는,5
최용호,2023년 12월 14일,페이트는 운명이다,5
채우석,2023년 12월 14일,    ,5
데스노트,2023년 12월 13일,자꾸 중간중간에 게임이 멈추는데 용량도 충분하고 네트워크도 빵빵한데 왜이러는거임  내 문제는 아닌거 같고 게임자체에 문제 있는거 같은데,1
/ “‪kkaja‬” S U N,2023년 12월 11일,졸잼,5
Daebi Jang (jangdaebii),2023년 12월 11일,     원 결제했는데 아이템이 안들어왔으나 환불 처리가 안된답니다  애정을 가져온 게임인데 배신당해 기분이 더럽기 그지없네요 ,1
원계,2023년 12월 9일,처음해보는데 개재밋음   상당히 오래된 게임으로 아는데 꿇리질않네,5
문다성,2023년 12월 8일,    ,5
전영우,2023년 12월 7일,복귀했는데  주년 기념 티켓을 어떻게 얻는지 모르겠어요    이벤트 시간도 거의 끝나가는데   알려주실수 있나요 ,4
김필곤 (키토),2023년 12월 7일,편의성 업뎃을 끌어올수 있는대로 끌어오고 이벤트도 땡겨오고 넘 잘해주시는거 아닙니까,5
mky11,2023년 12월 6일,운영도 잘하고 게임도 재밌음 초반만 버티면 재밌음  ,5
JungMallu,2023년 12월 6일,넘죠아,5
김규호,2023년 12월 6일,가챠 확률이 너무 극악 이내요 ,5
김동현 (펠릭스),2023년 12월 5일,너무 제미있어요,5
히드라리스키 볶음밥,2023년 12월 5일,창밥 캐밥 맛있어요,5
남고영도,2023년 12월 3일,재미짐,5
김규빈,2023년 12월 3일,소장님사랑함,5
장유하,2023년 12월 1일,케밥뽑았당,5
프리먼부엉,2023년 12월 1일,웬만한 가챠겜보다 사료를 안주고 웬만한 가챠겜보다 입문이 어렵고 웬만한 가챠겜보다 가챠가 매움 이게 가챠 게임이다 절망편급,1
Shizuka Ito,2023년 12월 1일,균형은 유지해야지,5
dill kra,2023년 11월 30일, 점도 아깝다 ,5
채승보 (초록괴물),2023년 11월 30일,유저우롱똥겜,5
Crow Londener,2023년 11월 30일,사건사고 대처 아주 좋아요   ,5
RO ZE,2023년 11월 30일,잘한다,5
ᄋᄋᄋᄋ,2023년 11월 30일,줏대도 양심도 상식도 없는 무능한 퍼블리셔 넷마블 실망입니다  제정신이 아니네요 ,1
바르게살자,2023년 11월 29일,뉴비도 할수있다  쎄 보이는 친구들 친추하고 프렌딜러로 스토리를 쭉쭉밀자  갓겜 굳,5
정광호,2023년 11월 29일,넘치는 팬서비스 훌륭한 사후대처 유저들의 요구사항을 제대로 파악하고 운영하는 갓겜임,5
구다,2023년 11월 29일,재밌어요 기분굿,5
잭,2023년 11월 29일,페그오유저임으로써 스토리는 명작   하지만 업데이트는 일본이랑 년 차이 나지만 캐릭터의 일러스트와 음성이 최고 입니다  얼릉 시스템 업데이트 해줬으면 좋겠네요 ,5
이노혁,2023년 11월 29일,갓겜그자체,5
Jeanne d'Arc,2023년 11월 29일,너무 좋아서 문제임,5
정진영,2023년 11월 29일,페그오  넷마블 늘 번창하시길,5
tylie,2023년 11월 29일,헤비한 무과금  노괴 ,5
김철수,2023년 11월 29일,일그오로 넘어감   ,1
나무의눈,2023년 11월 29일,최근 업뎃하라고 구글스토어 들어오면 업뎃버튼이 없고 검색까지 해야 업뎃할 수 있던데 수정바랍니다,5
백창경,2023년 11월 29일,대처 빠르고 좋음,5
Deathtalos “Deathtalos”,2023년 11월 29일,대 황 마 블,5
YH,2023년 11월 29일,운영 너무 잘함 이대로만 갑시다,5
id X,2023년 11월 29일,제기랄 또 갓마블이야 난 숭배할 수 밖에 없어 대 마 블 찬양하라,5
김원혁,2023년 11월 29일,이대로만 갑시다,5
오현준,2023년 11월 29일,이번 페미 관련 대처 좋았습니다  넷마블 운영이 바뀌고 있는것 같아서 기쁘네요 ,5
서준,2023년 11월 27일,난 마스터다 돌아온 마스터,5
Choi Fitgui,2023년 11월 27일,게임성  운영 모든게 다 후짐,1
닝겐임,2023년 11월 26일,재밌는데 야이놈드라 최적화를 이따구로 밖에 못하냐 내폰이 오래썼어도 원신정도는 그냥 돌아가는 폰인데 뭔 전투 시작할때마다마다 렉이걸려 야이 넘들아 빨리 최적화 안해 ,4
차재,2023년 11월 26일, 주년 기념방송 직관    주년     당첨      ,5
그냥,2023년 11월 25일,                ,5
최형우,2023년 11월 24일,렉 오지게 걸림,2
박상윤,2023년 11월 24일,실행 왜 안되누   ,4
