author,date,review,score
노래,2024년 5월 2일,이벤트 퀘스트 재미도 없는데 캐릭터 말은 많고 스킵도 안되고 제일 개같은건 일회용 워프포인트가 없는건지 못본건지 더럽게 불편하게 해놓고 정작 이벤트 퀘스트의 대부분이 뺑뺑이 뒤지게 시키고 잘 한 다 잘 해,3
giwon lee,2024년 5월 2일,딸각겜중  위,5
심심화연,2024년 5월 2일,최고,5
만근이네갈비탕,2024년 5월 2일,넘모 재밋어오    ,5
최규빈,2024년 5월 1일,지금이 고점이다,5
김도경,2024년 5월 1일,재밌음,5
parsimon pandora,2024년 5월 1일,재미있음 허나 지금 나부에서 있는데 분명히 다른 사람보면 지금 환상의도시 에서 뚜삐 따빠하고 있는데 너무 어려워서 나부에서 뒤져가는중 이거 스토리 할때만이라도 편히 성좀,3
배지윤,2024년 5월 1일,재미있음,5
이동규,2024년 5월 1일,그저     ,5
소금맛,2024년 5월 1일,가챠껨,3
당,2024년 5월 1일,개인적으론 모바일로는 전투조작에선 턴제라 크게 불편함이 없지만 필드에서 방향키  움직임 조작면으로는 너무너무 불편합니다  만약 모바일 전용으로 편리한 조작이 있었거나 앞으로 나온다면 진심으로 이 게임 하루종일 붙잡고 있을 자신이있습니다 ,4
윤빛나,2024년 5월 1일,캐릭터 스토리  디자인 다 맛깔나고 브금도 갓뎀임 물론 맵도 하나하나 다 특색있고 이쁨  싸움 시 액션이 돋보인다  자동전투 시스템이 있어서 하나하나 조작 안 하고 편하게 쓸 수 있음   저같은 경우는   멀미가 있어서 제일 최근에 공개된 맵 탐색 시 멀미가 조금 있었는데 그거 제외하고는 아직 재미있는 게임 같아요,5
둠장이,2024년 5월 1일,예뻐,5
스파휴먼,2024년 5월 1일,스토리 굿,5
박건률,2024년 4월 30일,왜 맨날 픽뚫이냐,1
네버렌드,2024년 4월 30일,단점인 스토리 보완 게임 콘텐츠 증가 너무 좋습니다,5
김하준,2024년 4월 30일,선주에 유배되있던 한이 풀려나가는군요,5
숑숑 (숑숑),2024년 4월 30일,별로  이게 같은 회사다보니께 업로드가 느려지는 거 같고 바쁜거 같은데 육성할때마다 뭐 얻는거랑 짧은 스토리도 그렇고 붕괴랑 다를바가 없음  캐릭터 디자인은 좋은데 업뎃만 주구장창 보여주고 겉으로는 포장 잘된 선물박스지만 엉성한 면이 있는 게임같음,3
유나이티드미,2024년 4월 30일,이제 스토리는 만족   인플레좀 진짜 어떻게 해주세요    인플레 심해지기만 하고 있어요,4
ice mint,2024년 4월 29일,다시 맘잡고 해보니까 나름 재밌어요,3
김성한,2024년 4월 29일,영자님아  성 안줄거면 광고를 쳐 하지마세요 가챠하는데 맨날  성만 주고 이게 뭐에요  성준다는거는 거짓말이잖음,1
김도,2024년 4월 29일,이번에 붕괴 스타레일을 다시 복귀하였는데 갑자기 재미있는 게임이된 느낌이고 뽑기할때쓰는 재화인 성옥이 모으기 쉬운느낌인거 같아서  점을줍니다,5
무시무시한쥐,2024년 4월 29일,재미있음,5
손수빈,2024년 4월 29일,교언영색인가  그거 나올때 마다렉이 너무 심하고 가끔 팅귑니다,1
강생,2024년 4월 28일,반디,5
김현민,2024년 4월 28일,호요버스 게임 중 최고,5
이건,2024년 4월 28일,꿀잼,5
허채민,2024년 4월 28일,     ,5
theENTER,2024년 4월 28일,원신처럼 용량 축소 해주시면 완벽할것 같습니다     ,5
백영현,2024년 4월 28일,번역이 이상합니다  원신 번역이랑 차이가 너무 심해요 ,5
이예이,2024년 4월 28일,업데이트마다 기대됨,5
장진,2024년 4월 27일,캐릭터 파워인플레 심함,3
pass,2024년 4월 27일,캐릭터 자체의 모델링과 특성이 너무 마음에 들고 메인 스토리도 너무 재밌네요  원신과 붕괴    도 해본 사람으로써 원신과 붕괴   해보셨던 분들은 꼭 해보시길 추천드립니다  원신보다 키우기 엄청 쉬워서 원신정도의 노가다를 할 필요도 없기 때문에 전 너무 마음에 듭니다 ,5
Minjun Sung,2024년 4월 27일,접속이안되는데 로그인오류      뭐여  ,1
송미진,2024년 4월 27일,대나코니,5
Grayson,2024년 4월 27일,스파클 어벤츄린 아케론 비틱    ,5
루엘,2024년 4월 27일,일단 초반에 게임의 진입 난이도가 굉장히 낮음 원신이랑 다르게  성 레이시오를 주니까 서포터만 딜도 잘 뽑을 수 있고 기본으로 주는 실더나 딜러나 서포터도 쓸만해서 초반에는 현질이 필요하지 않은것 같음 리세마라도 금방 끝나는 편이라서 좋음,5
카티GO,2024년 4월 27일,처음 나왔을때부터 바로 하다가 접고 다시 시작해 한달정도 되었는데요 게임의 장단점이 한눈에 보입니다 장점으로는 높은 퀄리티 미션이 아니더라도 자유롭게 탐사하면서 겜을 할수 있다는 점 유물 파밍 등 포탈 전투를 할 땐 친구의 캐릭터를 빌려갈 수 있다는 점 등이고 단점은  성 캐릭터 픽업을 하고 전용 광추까지 얻으려면 흔히 유저들이 말하는 트럭   만 천원짜리 오래된 꿈 캐릭터만 뽑으려고 해도  만원을 질러야 나올까말까임 을 두세번   만원이나   만원  질러야 가능하다는 점입니다 물론 캐릭터가 복각을 하기 때문에 상관은 없지만 당장 얻고싶은 캐릭터가  성이라고 하면 현질을 할수없는 무과금들은 거의 얻을수 없고  번이상 픽업캐릭터가 바뀌면 그중에 하나 얻을수 있을까 말까입니다 그리고는 캐릭터 육성이 너무 힘들다는점 복귀 신규 유저와 고인물들의 차이가 너무 벌어진다는 점 이정도 입니다 게임은 정말 재밌습니다 한번 찍먹만 해보셔도 좋은 게임임 ,4
팬텀의일상채널,2024년 4월 27일,붕괴 스타레일  김태훈 븅  븅태,5
유하준,2024년 4월 27일, ,5
기쁜날,2024년 4월 27일,게임이 간편하고 재밌어요,5
박지호,2024년 4월 27일,게임에서 전투는 캐릭터가 턴을 번갈아가며 공격하는 방식이며  맵은 탐사의 자유가 많은 편은 아니기 때문에 원신 같은 게임이랑은 다른 면이 꽤 있는 편입니다  이상입니다  ,3
셀렉트z select_z,2024년 4월 26일,너무좋아,5
Ji in,2024년 4월 26일,오랜만에 복귀했는데 확실히 이것저것 발전한게 보임 근데 나랑은 안맞아서  주하고 다시 접음,4
8lue Ash (Ash8lue),2024년 4월 26일,   버전부터는 쭉 상향세 스토리 캐릭터성 브금 모두 만족스러움 컨텐츠 제육마냥 맛있음,5
김우주 (TYP_somin),2024년 4월 26일,개재밌다  여자에게 더좋은 게임같다 ,5
H J,2024년 4월 26일,아케론 돌 전광이      원에  개혜자겜,5
Págos,2024년 4월 26일,유물파밍 확률좀 개선해주세요  주옵 천장이든 레진에 부옵까지 추가적으로 확정이든 현재 유물 파밍 난이도가 말이 안됩니다  버전별  캐릭이나 나와서 매번 딜러들 준종결도 못하고 넘어가야 하고 유저입장에서도 파밍하는 재미도 없고 너무 지칩니다 ,4
박보근,2024년 4월 26일,페나코니 스토리 진짜 미쳤다,5
한성욱,2024년 4월 26일,설치 불가능 사유 진행이 불가할 매우 높은 난이도에 메인스토리,1
하늘이,2024년 4월 26일,복귀했는데 몹들 스팩이 턱없이 올라간 거에 비해 기존캐들은 성능이 안좋아서 인권급 신캐들 없으면 진행이 힘듦 스토리 미는데만 한나절이 걸리고  재화파밍은 말할 것도 없음  이게 진짜  주년밖에 안된 게임이 맞는지 싶을 정도로 인플레이션이 심함  다르게 생각하면 신캐들만 갖춰지면 뉴비도 고인물처럼 게임할 수 있음,2
Epic,2024년 4월 25일,재밌는,5
해장국집님,2024년 4월 25일,너무 재밌습니다 앞으로도 기대하겠습니다    ,5
네이,2024년 4월 25일,   전용 광추 필수  있고 없고의 차이가 너무 큼  전투 패착의 유무가 전용 광추 유무로 결정될 정도     출석 뽑기권 이벤트  유물  배 이벤트 등 플레이에 직접적인 도움이 되는 이벤트가 자주 있음     시스템 편의성 개편이 훨씬 나아지는 정도를 넘어 편리 그 자체     데이터로 플레이 시 로그인 오류가 여전함 ,5
1112박현우,2024년 4월 25일,갑자기 계정이 삭제된거는 뭐죠 ,3
라임78,2024년 4월 25일,불만은 많지만 어느 정도의 개선은 있다고 봄,5
남자이준원,2024년 4월 25일,이게 야스지,5
김민주,2024년 4월 25일,애휴     이런 게임은 또 처음 봅니다  진짜     광고가 나오더라도 피해는 안 가게 나와야 하는거 아닌가요  게임에서 코인을 더블로 얻으려고 광고를 봤는데     자동으로 스토어로 이동이 되네요  그 게임에서 버섯커 키우기도 많이 나오는데 그거 좀 보고 본 받으세요 진짜     그것 때문에     원을  배해서      원 받을 수 있었던거 하나도 못 받고     진짜 게임을 어떻게 만드는건지 회사가 궁금하네요 진짜    ,1
짱박,2024년 4월 25일,               모바일 한정으론 매우 훌륭  같은 회사 원신보다 한참 가벼운 게임인데 반해   은 같다   주마다  성 신캐 찍어내는데 캐릭성이 매우 부족  나부 지역 스토리는 폐기물 수준                   주년       버전을 맞이하며 스토리와 캐릭성 면에선 환골탈태  게임성은 크게 변한건 없지만 체감상의 가성비는 많이 올라왔다 ,4
나동혁,2024년 4월 25일,왜 적들은 클라라만 노리죠  평성 위치를 바꿔는데도 클라라만 노리는데요 적이 타겟을 램덤하게 고르도로 고쳐주세요,3
김현유,2024년 4월 25일,와 이런 명작은 김희준이 다리다친 이후로 처음입니다 정말 감사합니다,5
드라이버,2024년 4월 25일,갓겜,5
天思影 (천사영),2024년 4월 25일,광고가 뻥으로 가득한 새상       머 기대가 너무 큰것도 있지만    기대의   라도 되면 좋으련만   ,1
팡인데요,2024년 4월 24일,스타레일 벨로보그 스토리는 진짜 재미가 있음  하지만 나부 스토리 들어가면서 벨로보그 스토리의 퀄리티보단 떨어지는거 같음  하지만 페나코니에 들어오면서 재미있어짐 ,4
조건우,2024년 4월 24일,스타레일 진짜 많이 발전했다 ,5
강태양,2024년 4월 24일,무료 뽑기   준다는데 근데 왜 안주는거지  그거 때문에 아케론 못뽑았어    ,1
jun seo Lee,2024년 4월 24일,음 일단 전에 오역이 넘쳐나고도 남았는데 지금은 확실히 줄어든 모습이다  스토리는 뭐 선주만 버티면 재밌고 캐릭은 이쁘다 개인적으로 원신보다 이쁜듯 재화는 원신보다 많이 뿌린다  현질 없어도 충분히 캐릭 몇개는 뽑으면서 즐길 정도로 그래도 현질하면 더 많이 뽑을 수 있다  육성같은건 그냥 운빨 가챠역시 운빨 그나마 원신보다 좋은게 무기는 따로 나눠저있어서 원하는거 뽑을 수 있다  픽뚫만 아니면 그래도 원신보단 잘 뽑히는듯하다  원신보다 조금 더 지르면서 했는데 캐릭풀 차이가 확실하고 무기차이도 확실하다  편의성 패치같은거도 좋게 해주고 있고 이벤트같은것도 확실히 많다  거의 죽어나가는 폐사구간이 없다  물론 이전에 있긴 했지만 지금은 스토리도 계속 나오고 있고 그래도 조만간 폐사구간이 곧 올거같다  그전까지는 즐길거 많으니 즐기시길 자꾸 왜 원신이랑 비교하냐 한다면 같은 회사 게임이고 거기서 억까 당한게 좀 있기 때문이기도 하고 이러쿵저러쿵 등등등,5
그저일반인,2024년 4월 24일,반디 도넛  ,5
오아,2024년 4월 24일,업데이트 분량   오역  미완성 수준의 게임 분량  위일체 장점은 높은 그래픽 퀄리티뿐      약  년후 다시해봤는데 많이 발전했네요 앞으로도 힘 많이줬으면,5
star God,2024년 4월 24일,  뽑 어그로 ,1
혈화,2024년 4월 24일,출시때부터 꾸준히 하다보니 할만한 컨텐츠가 확실히 없어지긴 하지만 그래도 이번 신맵 업뎃으로 이제 막 시작한 유저들은 할게 많을거같음 캐릭터 디자인과 공식     게임 내 맵  이스터에그 등 상당히 높은 퀄리티를 보여줘서 플레이할때마다 눈이 즐거움 가챠 확률도 나쁘지 않음  굉장히 만족중인데 굳이 단점을 꼽자면 신캐가 나올때마다 해당 캐릭터 속성 접대  전 픽업 캐릭터들에 비하면 압도적인 성능을 가지고 있다는거 정도   때문에 원하지 않아도 성능이나 속성접대때문에 뽑아야하는 경우가 있음 그것 빼곤 다 좋다,5
고령자,2024년 4월 24일,왜 했던건 또 하죠  전 이미 토파즈 미션 다깻는데   ,1
재미있다,2024년 4월 24일,솔직히 재미있다  하지만 문제가 있긴하다    인플레가 심하다   전무팔이 또는  돌  돌팔이   호요게임 특징 후반 노가다 심함   번역 자 이렇게 문제가 있는데  번은 사실 인플레가 있을 수 밖에 없긴하지만 새캐릭 나올때마다 딜 단위가 달라지는건 쫌  그래도 엄청 쌔지니 플레이할때 정말 재미있다   번은 이건 커버가 안되니 패스  번은 사실 대부분의 게임이 후반가면 노가다가 심함 근데 호요겜은 쫌 더 심한느낌 그래도 애들 쌔지는거 보면 기분은 좋다   번은 점점 좋아지고 있는것 같으니 지켜봐야할 듯 ,5
김도현,2024년 4월 24일,천승현   ,5
글레이드,2024년 4월 24일,   이후로 계속 나아지고있다고 생각함,5
Minwoo Kim,2024년 4월 24일,번역만 좀 잘 해주세요   ,4
Eater S,2024년 4월 24일,반디야 기다려라  개척자가 간다,5
REFUGE 레퓨즈,2024년 4월 24일,어느정도 성장 시켜두면 일상에 지장없게 라이트하게 즐길수있는 최고의게임 ,5
김건우,2024년 4월 23일,반디         ,5
권은채,2024년 4월 23일,이걸 안한다는 것은 삶의 이유가 없다,5
박승기,2024년 4월 23일,론론이는 신이고 반디는 무적이다,5
김성훈,2024년 4월 23일,굿,5
NESTBOX,2024년 4월 23일,렉걸려,5
리무루아내까까,2024년 4월 23일,반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디반디,5
천공,2024년 4월 23일,반디,5
AND AND,2024년 4월 23일,대 황 반 디,5
박민호,2024년 4월 23일,성옥 모으기 귀찮고 성옥 조금밖에 안줌 그리고 리딤코드 성옥   개씩 줌 저게 쿠폰이냐  그리고 계속하다보면 금방 질림  ,1
김정섭,2024년 4월 23일,네트워크오류  ,1
JG K,2024년 4월 23일,역대 최고의 게임  이제 정신차리고 좋아진 스토리  오역이 아직 존재하지만 막으려고 노력하는 게 눈에 보임  캐릭터 여전히 예쁘고 멋짐 ,5
오소연,2024년 4월 22일,게임 접속하고   초도 안 돼서 앱이 강제 종료됩니다   그래서 예전에 해보고 못하고 있습니다 게임 자체는 재미있고 할만한데 강제 종료되는 문제 좀 해결해주시면 합니다  해결되었습니다 ,5
audwodn,2024년 4월 22일,재밌엉,5
21진승우,2024년 4월 22일,갓겜   성 더 주세용,5
김지혜,2024년 4월 22일,출시때부터 한 유저입니다 캐릭터 디자인들이 너무 이쁘고 시간을 많이 들이지 않고 게임을 할 수 있다는게 좋은것 같습니다  픽뚫  연속 후 머리 터질것 같긴 한데 재밌어요   ,5
박준혁,2024년 4월 22일,비틱해줘,4
이비어스,2024년 4월 22일,나부 참고 먹으면 괜찮은,5
박현학,2024년 4월 22일,스토리가 재미있네요,5
일사십육,2024년 4월 22일,노잼,1
배지현,2024년 4월 21일,게임할려고 들어갔는데 오류코드 떠요       요   이거 왜이러는거예요    ,3
박진우,2024년 4월 21일,선주 나부에서 말아먹은 것을 잘 해결했어요 ,5
11 1,2024년 4월 21일,반년 동안 한 행성에 처박혀 있으면서 추가되는 스토리마다 대사로 쿨찐짓을 하는데 평가를 긍정적으로 줄 수 있나 ,4
강준완,2024년 4월 21일,마그네틱 서킷 이 잘안돼요 ,4
이준효,2024년 4월 21일,선주편은 최악이였지만 이번 스토리는 정말 잘 만들었다고 생각됩니다,5
샐준,2024년 4월 21일,진짜 페나코니 개잘만들었네,5
설친다,2024년 4월 21일,아쉬움 턴제게임인대 속성타는 게임이라 케릭터 못뽑으면 겜진행이 힘듬 그나마 친구 케릭빌리기가 있어서 괜찮지만 한계가있음,3
최희숙,2024년 4월 21일,재미있는덴 폰용량으로 삭제하고   로 할께요,4
김시훈,2024년 4월 21일,닥치고 해라,5
토토,2024년 4월 21일,일단 옆동네 게임인 원신보다는 훨씬 보상을 많이 주는편임 엔드컨텐츠도 혼돈 허구 시뮬 개가 있어서 원신보다는 좋으편임 그럼 원신 리메이크가 붕스인가  일단 턴제 치고 변수가 많은거 같아 재미있고 나부 스토리는 망했지만 페나코니가 맛도리여서 이대로만 가자,5
박준혁,2024년 4월 21일,게임을 할 수가 없네 에휴     번을 넘게 재접속해도 로그인오루      쳐 뜨면서 그냥 안됨 언제부터    데이터키면 안된다고하는데 와이파이 없는 환경에서 사는 사람들은 하지말라고 ,1
박창준,2024년 4월 21일,츄형 믿고있었다구,5
최명환,2024년 4월 20일,개꿀잼 안하면 인생손해,5
매력덩그리,2024년 4월 20일,캐릭도 귀엽고 잼있네요  ,5
최원영,2024년 4월 20일,음월군 뽑기가 다시 한번하면 좋겠습니다  ,5
이은정,2024년 4월 20일,재미있는 개임 입니다,5
김민수,2024년 4월 20일,나부때 나간 유저 페나코니에서 싹다 끌어모은듯  개발진들이 각잡고 회생시킨겜  여러 편의성 패치나 컨텐츠 확장해주니 점점 새로운 겜하는거 같음 ,5
강건화,2024년 4월 20일,게임의어자 꾸오류가않다고해요    ,1
박준혁,2024년 4월 20일,선주나왔을때잠깐접었다가페나코니가 나온후부터는게임이 재미있어서 다시시작하게되었습니다 지금까지 하는데도 문제가없고 재미있습니다,5
김태윤,2024년 4월 20일,와 정말 재밌네요,5
언코어,2024년 4월 20일,재밌게 했는데 갑자기 초기화가 됬습니다    이게 뭐 어떻게 된거죠    ,2
손우영,2024년 4월 20일,와이파이로 게임 시작이 안됨 그렇다고 와이파이가 느린것도 아님,1
챤티채,2024년 4월 20일,대전고추   ,4
ZXCVIK,2024년 4월 19일,원신하다가 물리면 이거하셈,5
해피원 구독자,2024년 4월 19일,스토리 난이도가 너무높고 여러가지로 재료파밍도 너무 어렵네요 저같이 캐릭터 육성을 잘못한 사람은 아무래도 스토리 보스도 이기기 힘듭니다 이거 패치좀 안될까요,2
Mountain Big,2024년 4월 19일,막 시작했을 때는 재미없게 느껴졌음  근데 스킬 모션이 너무 맘에 들어서 각잡고 스토리 밀다보니 해봤던 비슷한류 게임중에 제일 재밌는거임  그렇게 스토리  미션 깨고 재화 열심히 모아서 뽑기 돌렸는데   성 안 나와서 겁나 허무함  글고 가끔 미션 중에 하는법을 모르는 미션이 나오면 맵   바퀴 돌고 살피다가 지쳐서 탈진하게 됨  그냥 미션이 에매한 것들이 있음  가이드 있었으면 힌트     약간 초반에는 재밌다가 후반으로 가면 갈수록 흥미도가 급격히 떨어지는 느낌,3
Y D,2024년 4월 19일,픽뚫만 안뜨게 해주십셔,4
ailin soltan,2024년 4월 19일,  ,1
U na O,2024년 4월 19일,말이 대체로 느리고 많다  그래서 짜증난다,4
정00씨,2024년 4월 19일,갓갬,5
ᄋᄇᄋ,2024년 4월 19일,번역문제도 나름대로 고쳐졌고  스토리도 떡상함,4
후룹,2024년 4월 18일,스토리도 재밌고 캐릭터도 매력적이라서 좋아요 다만 스토리 씬이 나올 때마다 한 두 번도 아니고 여러번 튕기니까 스트레스 받아요   ,4
이지혜,2024년 4월 18일,이거브로냐핵쓰면안되는대,4
120 Kamo120,2024년 4월 18일,재밌네요,5
김승우,2024년 4월 18일,혼돈  허구 일주일 마다 리셋하면 좋겠다,5
라빛,2024년 4월 18일,페나코니 이후로 갓겜됨 솔직히 나부는 없는 행성이나 다름없음 나부가뭔데 그냥 스타레일은 헤르타 야릴로 페나코니로 이루어져있다 ,5
김찬휘,2024년 4월 18일,굳,5
최형욱,2024년 4월 18일,숭배,5
dalk52,2024년 4월 18일,아이젠 대장님 내놔,1
꾸림라떼띠,2024년 4월 18일,개척임무에서 어려운게 있어서 접었는데 오랜만에 접속하니까 로그인이 풀렸음 로그인 하니까 스토리 나오던데 끝나고 임무 보니까 처음 개척임무밖에 없었음 서버을 바꿔서도 해보고 로그인을 딴걸로도 해봤는데 다 안됌 다 해보고 나니까 계정이 삭제된 것을 알았음 근데 오래 접속안한다고 계정이 삭제될 일은 없을텐데 그리고 겨우겨우 뽑아서 제가 좋아하는 캐릭터도 뽑았는데 계정이 삭제됐으면 다시 뽑아야할텐데요 뭐 때문에 삭제됐는지는 모르겠지만 이거 때문에 붕괴 스타레일은 다신 안할것 같네요,2
양소공,2024년 4월 18일,포인트받음시작해봄니다,3
류영옥,2024년 4월 18일,아케론 사랑한다 ,5
공의경계,2024년 4월 17일,뜌땨   뜌우따  뜌따땨  뜌따    ,5
ᄋᄋ,2024년 4월 17일,뜌땨   뜌우땨   뜌땨야 ,5
박현준,2024년 4월 17일,음음 재밌고만,5
